Jersey City WA D29 Total,,751 432 57.52 251 55,10,4,
RegisteredJersey City WA D30 Total,,498 320 64.26 159 71,6,3,
Jersey City WA D31 Total,,979 528 53.93 381 20,9,2,
Jersey City WA D32 Total,,752 400 53.19 271 7,4,,
Jersey City Ward A Total,,22492 13075 58.13 7896 1398,236,96,5
Jersey City WB D1 Total,,646 405 62.69 263 47,11,3,
Jersey City WB D2 Total,,638 368 57.68 243 48,9,1,
Jersey City WB D3 Total,,511 259 50.68 148 22,9,4,
Jersey City WB D4 Total,,542 292 53.87 158 32,9,,
Jersey City WB D5 Total,,707 335 47.38 198 48,10,11,1
Jersey City WB D6 Total,,681 370 54.33 203 43,9,6,
Jersey City WB D7 Total,,645 369 57.21 162 70,11,6,1
Jersey City WB D8 Total,,917 523 57.03 337 40,14,5,
Jersey City WB D9 Total,,820 457 55.73 275 38,11,3,
Jersey City WB D10 Total,,534 270 50.56 164 13,8,5,1
Jersey City WB D11 Total,,990 523 52.83 337 27,13,2,
Jersey City WB D12 Total,,1134 653 57.58 392 48,17,3,
Jersey City WB D13 Total,,1013 541 53.41 349 31,9,3,
Jersey City WB D14 Total,,586 312 53.24 203 15,1,5,
Jersey City WB D16 Total,,524 322 61.45 207 27,11,9,
Jersey City WB D17 Total,,647 362 55.95 252 20,3,4,
Jersey City WB D18 Total,,563 331 58.79 182 27,8,2,
Jersey City WB D19 Total,,595 347 58.32 238 27,10,2,
Jersey City WB D20 Total,,466 294 63.09 158 32,7,1,
Jersey City WB D21 Total,,442 256 57.92 141 27,5,1,
Jersey City WB D22 Total,,424 277 65.33 167 20,8,3,
Jersey City WB D23 Total,,573 314 54.80 175 41,5,1,
Jersey City WB D24 Total,,373 215 57.64 130 20,7,3,
Jersey City WB D25 Total,,785 427 54.39 256 19,20,2,
"",,House of Representatives 10th District,,,
Jersey City WB D26,Personal ChoTicoetal,293 189 64.51 105 6,5,,
Jersey City WB D27,Total,550 270 49.09 148 31,4,5,
Jersey City WB D28,Aaron Walter FraTsoetral,798 463 58.02 250 39,16,4,
Jersey City WB D29,Total,722 379 52.49 226 42,7,2,
Jersey City WB D30,Total,505 264 52.28 135 39,9,5,
"",Joanne Miller,,,,
Jersey City WB D31,Total,482 263 54.56 155 45,7,1,
Jersey City WB D32,Total,598 308 51.51 154 42,6,3,
Jersey City WB D33,David H. PincknTeoytal,938 477 50.85 283 57,10,3,
Jersey City Ward B,Total,20642 11435 55.40 6794 1083,289,108,3
"",Donald M. Payne Jr.,,,,
Jersey City WC D5,Total,459 275 59.91 178 23,8,2,
Jersey City WC D6,Total,581 256 44.06 159 28,7,2,
Jersey City WC D7,Turnout T(%ot)al,411 198 48.18 135 29,2,1,
Jersey City WC D8,Total,528 281 53.22 170 35,6,6,
Jersey City WC D9,Total,886 467 52.71 284 48,9,6,
Jersey City WC D10,Ballots CTaosttal,1317 658 49.96 392 66,14,4,
Jersey City WC D12,Total,506 256 50.59 155 25,4,2,
Jersey City WC D13,Total,598 323 54.01 175 53,14,2,
Jersey City WC D14,RegisteTreodtal,831 483 58.12 291 66,16,5,
Jersey City WC D20,Total,667 364 54.57 216 41,5,1,1
Jersey City WC D21,Total,367 175 47.68 95 32,3,1,
Jersey City WC D22,Total,506 299 59.09 165 65,6,2,
Jersey City WC D23,Total,933 528 56.59 243 127,7,3,1
Jersey City WC D25,Total,815 465 57.06 280 65,18,6,
Jersey City WC D26,Total,574 312 54.36 159 35,8,3,
Jersey City WC D27,Total,753 413 54.85 196 34,2,5,
Jersey City WC D28,Total,1033 571 55.28 293 76,16,2,1
Jersey City Ward C,Total,11765 6324 53.75 3586 848,145,53,3
Jersey City WF D2,Total,750 407 54.27 282 5,1,4,
Jersey City WF D3,Total,700 402 57.43 292 8,10,2,
Jersey City WF D4,Total,715 366 51.19 258 4,9,4,
Jersey City WF D6,Total,1064 538 50.56 323 57,11,4,
Jersey City WF D7,Total,686 362 52.77 212 31,10,7,
Jersey City WF D8,Total,458 240 52.40 157 3,1,1,
Jersey City WF D9,Total,961 461 47.97 321 17,15,1,
Jersey City WF D10,Total,743 433 58.28 293 12,6,5,
Jersey City WF D11,Total,739 429 58.05 285 11,11,8,
Jersey City WF D12,Total,800 418 52.25 299 9,5,5,
Jersey City WF D13,Total,939 506 53.89 351 9,13,8,
Jersey City WF D14,Total,492 253 51.42 179 2,4,1,
Jersey City WF D15,Total,1240 672 54.19 449 14,10,6,
Jersey City WF D16,Total,848 456 53.77 300 4,6,2,
Jersey City WF D17,Total,698 367 52.58 238 3,7,5,
Jersey City WF D18,Total,675 392 58.07 274 7,3,4,
Jersey City WF D19,Total,935 503 53.80 360 6,8,3,1
Jersey City WF D20,Total,735 382 51.97 253 10,5,1,
"",,House of Representatives 10th District,,,
Jersey City WF D21 Personal ChoTicoetal,,878 476 54.21 325 8 5,,2,
Jersey City WF D22 Total,,575 315 54.78 201 11 6,,2,
Jersey City WF D23 Aaron Walter FraTsoetral,,696 438 62.93 348 1 9,,2,
Jersey City WF D24 Total,,980 521 53.16 376 2 3,,3,
Jersey City WF D25 Total,,811 331 40.81 214 11 3,,1,
Joanne Miller,,,,,
Jersey City WF D26 Total,,187 94 50.27 65 5,,,
Jersey City WF D29 Total,,1055 652 61.80 399 21 9,,6,
David H. Pinckney,,,,,
Jersey City Ward F Total,,19360 10414 53.79 7054 271 170,,87,1
Jersey City 10th Cong Mail-InDonald M. PayneT Jort.al,,0 1224 0.00 836 176 22,,7,2
Jersey City 10th Cong Prov Total,,0 1079 0.00 669 59 23,,11,2
Jersey City Mail & Prov Turnout T(%ot)al,,0 2303 0.00 1505 235 45,,18,4
Jersey City Ward B (10th Total,,0 379 0.00 284 42 6,,5,
Cong) Mail-In,,,,,
Ballots Cast,,,,,
Jersey City Ward B (10th Total,,0 767 0.00 254 28 11,,4,
Cong) Prov,,,,,
Unassigned SubDistrict RegisteTreodtal,,0 1146 0.00 538 70 17,,9,
Jersey City Total,,74259 44697 60.19 27373 3905 902,,371,16
Overseas Ballot 10th Cong Total,,0 76 0.00 62 6 6,,2,
Federal Overseas Total,,0 76 0.00 62 6 6,,2,
Contest Total,,91370 55988 61.28 32585 6563 1186,,481,20
"",,County Sheriff,,,,
Bayonne W1 D1,Total,800 528,66.00,226,115,
Bayonne W1 D2,Total,778 499,64.14,267,95,
Bayonne W1 D3,Total,647 396,61.21,176,84,
Bayonne W1 D4,Total,759 482,63.50,213,119,
Bayonne W1 D5,Total,1076 689,64.03,285,138,
Bayonne W1 D6,Total,696 472,67.82,207,115,
"",Personal Choice,,,,,
Bayonne W1 D7,Total,841 540,64.21,236,131,1
Bayonne W1 D8,Total,600 401,66.83,184,104,
Bayonne W1 D9,Mark BorchertTotal,719 455,63.28,199,128,
Bayonne W1 D10,Total,1046 682,65.20,321,193,
Bayonne W1 D11,Frank X. SchillariTotal,571 358,62.70,156,74,
Bayonne W1 D12,Total,757 446,58.92,210,120,
Bayonne W1 D13,Total,891 518,58.14,241,100,1
Bayonne W1 D14,Turnout (%)Total,706 435,61.61,193,117,
Bayonne W1 D15,Total,578 331,57.27,166,61,
Bayonne W1 D16,Total,787 469,59.59,255,78,
"",Ballots Cast,,,,,
Bayonne Ward 1,Total,12252 7701,62.86,3535,1772,2
Bayonne W2 D1,Total,676 453,67.01,195,127,1
Bayonne W2 D2,RegisteredTotal,713 424,59.47,209,74,
Bayonne W2 D3,Total,755 432,57.22,217,59,
Bayonne W2 D4,Total,704 403,57.24,211,63,
Bayonne W2 D5,Total,713 417,58.49,191,112,
Bayonne W2 D6,Total,735 473,64.35,229,114,
Bayonne W2 D7,Total,617 384,62.24,193,83,
Bayonne W2 D8,Total,671 417,62.15,187,104,
Bayonne W2 D9,Total,658 411,62.46,196,102,
Bayonne W2 D10,Total,612 327,53.43,153,70,
Bayonne W2 D11,Total,622 364,58.52,163,85,
Bayonne W2 D12,Total,746 429,57.51,204,95,
Bayonne W2 D13,Total,782 467,59.72,218,106,
Bayonne W2 D14,Total,369 209,56.64,96,51,
Bayonne W2 D15,Total,1071 656,61.25,275,159,
Bayonne W2 D16,Total,777 476,61.26,238,77,
Bayonne Ward 2,Total,11221 6742,60.08,3175,1481,1
Bayonne W3 D1,Total,704 431,61.22,201,102,
Bayonne W3 D2,Total,428 263,61.45,118,64,
Bayonne W3 D3,Total,777 451,58.04,218,116,
Bayonne W3 D4,Total,549 360,65.57,163,89,
Bayonne W3 D5,Total,533 366,68.67,184,92,
Bayonne W3 D6,Total,541 339,62.66,178,85,
Bayonne W3 D7,Total,834 498,59.71,239,112,1
Bayonne W3 D8,Total,686 424,61.81,206,103,
Bayonne W3 D9,Total,601 366,60.90,177,98,
Bayonne W3 D10,Total,586 378,64.51,180,92,
Bayonne W3 D11,Total,696 458,65.80,201,115,
Bayonne W3 D12,Total,685 432,63.07,183,115,
"",,County Sheriff,,,,
Bayonne W3 D13,Total,425 261,61.41,131,58,1
Bayonne W3 D14,Total,611 372,60.88,186,87,
Bayonne W3 D15,Total,522 301,57.66,129,73,
Bayonne W3 D16,Total,770 465,60.39,212,98,
Bayonne W3 D17,Total,687 402,58.52,182,98,
Bayonne W3 D18,Total,545 373,68.44,161,69,
"",Personal Choice,,,,,
Bayonne W3 D19,Total,932 562,60.30,285,110,
Bayonne Ward 3,Mark BorchertTotal,12112 7502,61.94,3534,1776,2
Bayonne 8th Cong Mail-In,Total,0 520,0.00,263,110,
Bayonne 10th Cong Mail-In,Frank X. SchillariTotal,0 455,0.00,268,129,
Bayonne 8th Cong Prov,Total,0 225,0.00,128,43,
Bayonne 10th Cong Prov,Total,0 261,0.00,136,42,
"",Turnout (%),,,,,
Bayonne Mail & Prov,Total,0 1461,0.00,795,324,
Bayonne,Ballots CastTotal,35585 23406,65.77,11039,5353,5
East Newark W1 D1,RegisteredTotal,436 253,58.03,137,34,
East Newark W1 D2,Total,537 305,56.80,164,39,
East Newark Ward 1,Total,973 558,57.35,301,73,
East Newark Mail-In,Total,0 26,0.00,12,,
East Newark Prov,Total,0 29,0.00,18,3,
East Newark Mail & Prov,Total,0 55,0.00,30,3,
East Newark,Total,973 613,63.00,331,76,
Guttenberg W1 D1,Total,755 445,58.94,278,60,
Guttenberg W1 D2,Total,910 533,58.57,297,73,
Guttenberg W1 D3,Total,935 541,57.86,350,60,
Guttenberg W1 D4,Total,513 307,59.84,183,41,
Guttenberg W1 D5,Total,781 470,60.18,256,66,
Guttenberg W1 D6,Total,1458 956,65.57,564,191,
Guttenberg Ward 1,Total,5352 3252,60.76,1928,491,
Guttenberg Mail-In,Total,0 114,0.00,83,18,
Guttenberg Prov,Total,0 120,0.00,77,7,
Guttenberg Mail & Prov,Total,0 234,0.00,160,25,
Guttenberg,Total,5352 3486,65.13,2088,516,
Harrison W1 D1,Total,502 296,58.96,181,48,
Harrison W1 D2,Total,770 445,57.79,247,56,
"",,County Sheriff,,,,
Harrison Ward 2 Mail-In,Total,0 80,0.00,59,9,
Harrison Ward 2 Prov,Total,0 23,0.00,12,3,
Harrison Ward 1,Total,1272 844,66.35,499,116,
Harrison W2 D1,Total,767 463,60.37,235,81,
Harrison W2 D2,Personal ChoiceTotal,759 454,59.82,266,76,
Harrison W2 D3,Total,448 265,59.15,143,51,
"",Mark Borchert,,,,,
Harrison Ward 2,Total,1974 1182,59.88,644,208,
Harrison W3 D1,Frank X. SchillariTotal,499 302,60.52,174,45,
Harrison W3 D2,Total,727 426,58.60,228,82,
Harrison W3 D3,Total,488 271,55.53,133,38,
"",Turnout (%),,,,,
Harrison Ward 3,Total,1714 999,58.28,535,165,
Harrison W4 D1,Ballots CastTotal,426 250,58.69,149,37,
Harrison W4 D2,Total,624 373,59.78,200,79,
Harrison W4 D3,Total,402 241,59.95,139,39,
"",Registered,,,,,
Harrison Ward 4,Total,1452 864,59.50,488,155,
Harrison Mail-In,Total,0 74,0.00,48,15,
Harrison Prov,Total,0 67,0.00,41,7,
Harrison Mail & Prov,Total,0 141,0.00,89,22,
Harrison,Total,6412 4030,62.85,2255,666,
Hoboken W1 D1,Total,650 376,57.85,189,74,
Hoboken W1 D2,Total,1430 905,63.29,457,204,
Hoboken W1 D3,Total,646 350,54.18,174,83,
Hoboken W1 D4,Total,753 415,55.11,225,84,
Hoboken W1 D5,Total,1021 603,59.06,286,144,2
Hoboken W1 D6,Total,1352 814,60.21,398,224,
Hoboken Ward 1,Total,5852 3463,59.18,1729,813,2
Hoboken W2 D1,Total,1192 730,61.24,388,180,
Hoboken W2 D2,Total,1115 720,64.57,305,208,
Hoboken W2 D3,Total,945 569,60.21,311,120,1
Hoboken W2 D4,Total,1091 653,59.85,332,122,
Hoboken W2 D5,Total,1035 610,58.94,271,164,
Hoboken W2 D6,Total,1722 1154,67.02,470,385,
Hoboken Ward 2,Total,7100 4436,62.48,2077,1179,1
Hoboken W3 D1,Total,881 517,58.68,252,122,1
Hoboken W3 D2,Total,892 566,63.45,284,132,
Hoboken W3 D3,Total,861 543,63.07,254,128,
"",,County Sheriff,,,,
Hoboken W3 D4,Total,945 538,56.93,263,115,
Hoboken W3 D5,Total,978 571,58.38,260,138,
Hoboken W3 D6,Total,1004 629,62.65,276,149,1
Hoboken W3 D7,Total,920 584,63.48,272,138,
Hoboken Ward 3,Total,6481 3948,60.92,1861,922,2
"",Personal Choice,,,,,
Hoboken W4 D1,Total,931 580,62.30,259,156,
Hoboken W4 D2,Mark BorchertTotal,920 572,62.17,276,154,
Hoboken W4 D3,Total,1040 535,51.44,318,38,
Hoboken W4 D4,Total,937 511,54.54,265,35,
Hoboken W4 D5,Frank X. SchillariTotal,722 433,59.97,221,101,
Hoboken W4 D6,Total,917 523,57.03,297,114,
Hoboken W4 D7,Total,1024 601,58.69,349,106,
"",Turnout (%),,,,,
Hoboken Ward 4,Total,6491 3755,57.85,1985,704,
Hoboken W5 D1,Ballots CastTotal,643 388,60.34,216,79,
Hoboken W5 D2,Total,617 408,66.13,215,102,
Hoboken W5 D3,Total,782 504,64.45,261,106,
Hoboken W5 D4,RegisteredTotal,640 389,60.78,206,96,
Hoboken W5 D5,Total,727 470,64.65,243,84,
Hoboken W5 D6,Total,2026 1267,62.54,622,295,
Hoboken W5 D7,Total,1300 825,63.46,392,203,
Hoboken Ward 5,Total,6735 4251,63.12,2155,965,
Hoboken W6 D1,Total,656 403,61.43,181,105,
Hoboken W6 D2,Total,361 123,34.07,53,32,
Hoboken W6 D3,Total,794 486,61.21,254,106,
Hoboken W6 D4,Total,773 495,64.04,248,114,
Hoboken W6 D5,Total,808 526,65.10,267,119,
Hoboken W6 D6,Total,1366 770,56.37,387,164,2
Hoboken W6 D7,Total,855 500,58.48,252,117,
Hoboken Ward 6,Total,5613 3303,58.85,1642,757,2
Hoboken Mail-In,Total,0 1732,0.00,1091,372,9
Hoboken Prov,Total,0 764,0.00,372,180,1
Hoboken Mail & Prov,Total,0 2496,0.00,1463,552,10
Hoboken,Total,38272 25652,67.03,12912,5892,17
Jersey City WA D1,Total,1044 651,62.36,348,103,
Jersey City WA D2,Total,1837 1234,67.17,730,200,
Jersey City WA D3,Total,1038 566,54.53,304,92,
Jersey City WA D4,Total,703 433,61.59,221,77,
Jersey City WA D5,Total,589 341,57.89,163,82,
Jersey City WA D6,Total,510 279,54.71,123,80,
"",,County Sheriff,,,
Jersey City WA D7,Total,855 499 58.36,255,79,
Jersey City WA D8,Total,619 359 58.00,227,23,
Jersey City WA D9,Total,722 430 59.56,275,11,
Jersey City WA D10,Total,613 345 56.28,212,31,
Jersey City WA D11,Total,614 351 57.17,231,26,
Jersey City WA D12,Total,597 359 60.13,239,32,
"",Personal Choice,,,,
Jersey City WA D13,Total,629 348 55.33,225,34,
Jersey City WA D14,Total,560 298 53.21,178,14,
Jersey City WA D15,Mark BorchertTotal,726 443 61.02,259,47,
Jersey City WA D16,Total,541 281 51.94,168,22,1
Jersey City WA D17,Frank X. SchillariTotal,643 329 51.17,211,27,
Jersey City WA D18,Total,715 468 65.45,271,33,
Jersey City WA D19,Total,852 493 57.86,374,26,
Jersey City WA D20,Turnout (%)Total,656 359 54.73,241,14,
Jersey City WA D21,Total,786 478 60.81,340,9,
Jersey City WA D22,Total,663 350 52.79,215,11,
Jersey City WA D23,1Ballots CastTotal,574 337 58.71,204,29,
Jersey City WA D24,Total,767 424 55.28,253,36,
Jersey City WA D25,Total,464 261 56.25,148,34,
Jersey City WA D26,Total,699 399 57.08,244,38,
"",Registered,,,,
Jersey City WA D27,Total,528 299 56.63,188,26,
Jersey City WA D28,Total,690 411 59.57,237,53,1
Jersey City WA D29,Total,751 432 57.52,252,54,
Jersey City WA D30,Total,498 320 64.26,159,79,
Jersey City WA D31,Total,979 528 53.93,367,24,
Jersey City WA D32,Total,752 400 53.19,259,6,
Jersey City WA D33,Total,662 452 68.28,297,5,
Jersey City WA D34,Total,947 573 60.51,285,155,
Jersey City Ward A,Total,24823 14530 58.53,8703,1612,3
Jersey City WB D1,Total,646 405 62.69,263,49,1
Jersey City WB D2,Total,638 368 57.68,238,46,
Jersey City WB D3,Total,511 259 50.68,143,33,
Jersey City WB D4,Total,542 292 53.87,156,36,
Jersey City WB D5,Total,707 335 47.38,210,47,1
Jersey City WB D6,Total,681 370 54.33,203,39,
Jersey City WB D7,Total,645 369 57.21,176,74,
Jersey City WB D8,Total,917 523 57.03,341,47,
Jersey City WB D9,Total,820 457 55.73,272,41,
Jersey City WB D10,Total,534 270 50.56,165,16,
Jersey City WB D11,Total,990 523 52.83,326,29,1
Jersey City WB D12,Total,1134 653 57.58,392,47,
Jersey City WB D13,Total,1013 541 53.41,346,36,
Jersey City WB D14,Total,586 312 53.24,206,16,
Jersey City WB D15,Total,15 8 53.33,6,1,
Jersey City WB D16,Total,524 322 61.45,203,31,
Jersey City WB D17,Total,647 362 55.95,250,20,
Jersey City WB D18,Total,563 331 58.79,187,32,
Jersey City WB D19,Total,595 347 58.32,241,27,1
"",,County Sheriff,,,,
Jersey City WB D20,Total,466 294,63.09,165,36,
Jersey City WB D21,Total,442 256,57.92,150,29,
Jersey City WB D22,Total,424 277,65.33,164,25,
Jersey City WB D23,Total,573 314,54.80,170,44,
Jersey City WB D24,Total,373 215,57.64,126,22,
Jersey City WB D25,Total,785 427,54.39,262,18,
"",Personal Choice,,,,,
Jersey City WB D26,Total,293 189,64.51,100,5,
Jersey City WB D27,Total,550 270,49.09,141,30,
Jersey City WB D28,Mark BorchertTotal,798 463,58.02,246,40,
Jersey City WB D29,Total,722 379,52.49,229,36,
Jersey City WB D30,Frank X. SchillariTotal,505 264,52.28,140,40,
Jersey City WB D31,Total,482 263,54.56,148,46,
Jersey City WB D32,Total,598 308,51.51,149,42,
Jersey City WB D33,Turnout (%)Total,938 477,50.85,277,61,
Jersey City Ward B,Total,20657 11443,55.40,6791,1141,4
Jersey City WC D1,Ballots CastTotal,766 453,59.14,249,54,
Jersey City WC D2,Total,514 281,54.67,142,55,
Jersey City WC D3,Total,578 330,57.09,200,39,
Jersey City WC D4,RegisteredTotal,399 219,54.89,144,18,
Jersey City WC D5,Total,459 275,59.91,175,25,
Jersey City WC D6,Total,581 256,44.06,158,28,1
Jersey City WC D7,Total,411 198,48.18,129,27,
Jersey City WC D8,Total,528 281,53.22,180,32,
Jersey City WC D9,Total,886 467,52.71,282,52,
Jersey City WC D10,Total,1317 658,49.96,391,63,
Jersey City WC D11,Total,495 256,51.72,109,35,
Jersey City WC D12,Total,506 256,50.59,150,26,
Jersey City WC D13,Total,598 323,54.01,185,50,
Jersey City WC D14,Total,831 483,58.12,298,74,
Jersey City WC D15,Total,582 316,54.30,181,36,
Jersey City WC D16,Total,624 346,55.45,204,41,
Jersey City WC D17,Total,531 290,54.61,157,29,
Jersey City WC D18,Total,888 503,56.64,302,45,
Jersey City WC D19,Total,540 290,53.70,162,47,
Jersey City WC D20,Total,667 364,54.57,214,44,
Jersey City WC D21,Total,367 175,47.68,100,31,
Jersey City WC D22,Total,506 299,59.09,169,66,
Jersey City WC D23,Total,933 528,56.59,245,127,1
Jersey City WC D24,Total,626 372,59.42,214,49,
Jersey City WC D25,Total,815 465,57.06,279,67,1
Jersey City WC D26,Total,574 312,54.36,168,35,
Jersey City WC D27,Total,753 413,54.85,202,33,
Jersey City WC D28,Total,1033 571,55.28,289,82,1
Jersey City WC D29,Total,55 34,61.82,14,8,
Jersey City WC D30,Total,564 338,59.93,202,29,
Jersey City WC D31,Total,522 326,62.45,183,48,
Jersey City Ward C,Total,19449 10678,54.90,6077,1395,4
"",,County Sheriff,,,,
Jersey City WD D1,Total,452 260,57.52,158,30,1
Jersey City WD D2,Total,487 301,61.81,177,30,
Jersey City WD D3,Total,608 362,59.54,208,45,
Jersey City WD D4,Total,939 510,54.31,306,59,
Jersey City WD D5,Total,723 413,57.12,221,56,
Jersey City WD D6,Personal ChoiceTotal,544 335,61.58,193,52,
Jersey City WD D7,Total,704 413,58.66,233,48,
Jersey City WD D8,Mark BorchertTotal,699 411,58.80,251,34,
Jersey City WD D9,Total,692 423,61.13,246,59,
Jersey City WD D10,Total,691 428,61.94,238,54,
"",Frank X. Schillari,,,,,
Jersey City WD D11,Total,587 335,57.07,163,29,
Jersey City WD D12,Total,661 405,61.27,220,64,
Jersey City WD D13,Turnout (%)Total,1076 617,57.34,356,90,
Jersey City WD D14,Total,525 428,81.52,224,64,2
Jersey City WD D15,Total,700 314,44.86,164,44,
Jersey City WD D16,Total,562 335,59.61,176,35,
"",Ballots Cast,,,,,
Jersey City WD D17,Total,654 362,55.35,198,49,
Jersey City WD D18,Total,573 321,56.02,165,39,
Jersey City WD D19,Total,559 341,61.00,184,46,
Jersey City WD D20,RegisteredTotal,830 483,58.19,258,56,
Jersey City WD D21,Total,606 361,59.57,207,59,
Jersey City WD D22,Total,879 498,56.66,261,77,
Jersey City WD D23,Total,625 353,56.48,186,53,
Jersey City WD D24,Total,490 262,53.47,125,40,
Jersey City WD D25,Total,813 455,55.97,248,73,
Jersey City WD D26,Total,633 350,55.29,208,50,
Jersey City WD D27,Total,886 505,57.00,273,78,
Jersey City WD D28,Total,486 292,60.08,157,48,
Jersey City WD D29,Total,740 443,59.86,272,53,
Jersey City Ward D,Total,19424 11316,58.26,6276,1514,3
Jersey City WE D1,Total,1088 761,69.94,391,151,
Jersey City WE D2,Total,1065 627,58.87,388,107,
Jersey City WE D3,Total,1254 769,61.32,473,100,
Jersey City WE D4,Total,1125 644,57.24,428,72,
Jersey City WE D5,Total,667 365,54.72,196,22,1
Jersey City WE D6,Total,2360 1392,58.98,883,184,
Jersey City WE D7,Total,1563 892,57.07,546,102,1
Jersey City WE D8,Total,1213 666,54.91,365,131,1
Jersey City WE D9,Total,1919 1140,59.41,699,137,
Jersey City WE D10,Total,844 550,65.17,341,75,1
Jersey City WE D11,Total,869 555,63.87,355,49,1
Jersey City WE D12,Total,985 602,61.12,371,57,
Jersey City WE D13,Total,980 627,63.98,393,70,1
Jersey City WE D14,Total,1005 629,62.59,370,81,
Jersey City WE D15,Total,1170 565,48.29,306,119,
Jersey City WE D16,Total,927 600,64.72,352,95,1
Jersey City WE D17,Total,765 511,66.80,333,51,
Jersey City WD D1,Total,452,260,57.52,158,30,1
Jersey City WD D2,Total,487,301,61.81,177,30,
Jersey City WD D3,Total,608,362,59.54,208,45,
Jersey City WD D4,Total,939,510,54.31,306,59,
Jersey City WD D5,Total,723,413,57.12,221,56,
Jersey City WD D6,Personal ChoiceTotal,544,335,61.58,193,52,
Jersey City WD D7,Total,704,413,58.66,233,48,
Jersey City WD D8,Mark BorchertTotal,699,411,58.80,251,34,
Jersey City WD D9,Total,692,423,61.13,246,59,
Jersey City WD D10,Total,691,428,61.94,238,54,
"",Frank X. Schillari,,,,,,
Jersey City WD D11,Total,587,335,57.07,163,29,
Jersey City WD D12,Total,661,405,61.27,220,64,
Jersey City WD D13,Turnout (%)Total,1076,617,57.34,356,90,
Jersey City WD D14,Total,525,428,81.52,224,64,2
Jersey City WD D15,Total,700,314,44.86,164,44,
Jersey City WD D16,Total,562,335,59.61,176,35,
"",Ballots Cast,,,,,,
Jersey City WD D17,Total,654,362,55.35,198,49,
Jersey City WD D18,Total,573,321,56.02,165,39,
Jersey City WD D19,Total,559,341,61.00,184,46,
Jersey City WD D20,RegisteredTotal,830,483,58.19,258,56,
Jersey City WD D21,Total,606,361,59.57,207,59,
Jersey City WD D22,Total,879,498,56.66,261,77,
Jersey City WD D23,Total,625,353,56.48,186,53,
Jersey City WD D24,Total,490,262,53.47,125,40,
Jersey City WD D25,Total,813,455,55.97,248,73,
Jersey City WD D26,Total,633,350,55.29,208,50,
Jersey City WD D27,Total,886,505,57.00,273,78,
Jersey City WD D28,Total,486,292,60.08,157,48,
Jersey City WD D29,Total,740,443,59.86,272,53,
Jersey City Ward D,Total,19424,11316,58.26,6276,1514,3
Jersey City WE D1,Total,1088,761,69.94,391,151,
Jersey City WE D2,Total,1065,627,58.87,388,107,
Jersey City WE D3,Total,1254,769,61.32,473,100,
Jersey City WE D4,Total,1125,644,57.24,428,72,
Jersey City WE D5,Total,667,365,54.72,196,22,1
Jersey City WE D6,Total,2360,1392,58.98,883,184,
Jersey City WE D7,Total,1563,892,57.07,546,102,1
Jersey City WE D8,Total,1213,666,54.91,365,131,1
Jersey City WE D9,Total,1919,1140,59.41,699,137,
Jersey City WE D10,Total,844,550,65.17,341,75,1
Jersey City WE D11,Total,869,555,63.87,355,49,1
Jersey City WE D12,Total,985,602,61.12,371,57,
Jersey City WE D13,Total,980,627,63.98,393,70,1
Jersey City WE D14,Total,1005,629,62.59,370,81,
Jersey City WE D15,Total,1170,565,48.29,306,119,
Jersey City WE D16,Total,927,600,64.72,352,95,1
Jersey City WE D17,Total,765,511,66.80,333,51,
"",,County Sheriff,,,,
Jersey City WE D18,Total,969 638,65.84,404,77,
Jersey City WE D19,Total,872 511,58.60,324,48,
Jersey City WE D20,Total,755 440,58.28,235,91,
Jersey City WE D21,Total,1640 960,58.54,547,177,
Jersey City WE D22,Total,1371 755,55.07,414,129,
Jersey City WE D23,Total,1045 484,46.32,237,84,
Personal Choice,,,,,,
Jersey City Ward E,Total,26451 15683,59.29,9351,2209,7
"",Mark Borchert,,,,,
Jersey City WF D1,Total,863 486,56.32,323,26,
Jersey City WF D2,Total,750 407,54.27,274,5,
Jersey City WF D3 Frank X. SchillariTotal,,700 402,57.43,277,13,
Jersey City WF D4,Total,715 366,51.19,250,8,
Jersey City WF D5,Total,457 254,55.58,199,1,
Jersey City WF D6,Turnout (%)Total,1064 538,50.56,321,60,
Jersey City WF D7,Total,686 362,52.77,207,42,
Jersey City WF D8,Total,458 240,52.40,153,3,
Jersey City WF D9,Ballots CastTotal,961 461,47.97,319,17,
Jersey City WF D10,Total,743 433,58.28,281,16,
Jersey City WF D11,Total,739 429,58.05,279,17,
Jersey City WF D12,RegisteredTotal,800 418,52.25,290,13,
Jersey City WF D13,Total,939 506,53.89,342,13,
Jersey City WF D14,Total,492 253,51.42,171,5,
Jersey City WF D15,Total,1240 672,54.19,440,19,
Jersey City WF D16,Total,848 456,53.77,288,7,
Jersey City WF D17,Total,698 367,52.58,236,2,
Jersey City WF D18,Total,675 392,58.07,256,9,
Jersey City WF D19,Total,935 503,53.80,343,9,
Jersey City WF D20,Total,735 382,51.97,247,12,
Jersey City WF D21,Total,878 476,54.21,312,9,
Jersey City WF D22,Total,575 315,54.78,193,13,
Jersey City WF D23,Total,696 438,62.93,334,6,
Jersey City WF D24,Total,980 521,53.16,362,5,
Jersey City WF D25,Total,811 331,40.81,207,10,
Jersey City WF D26,Total,187 94,50.27,61,5,
Jersey City WF D27,Total,796 491,61.68,303,16,
Jersey City WF D28,Total,1557 971,62.36,690,79,
Jersey City WF D29,Total,1055 652,61.80,396,19,
